Best_Hit_ARO,FMT102,FMT103,FMT104,FMT105,FMT106,FMT107,FMT108,FMT109,FMT110,FMT111,FMT112,FMT113,FMT114,FMT115,FMT116,FMT117,FMT118,FMT119,FMT120,FMT121,FMT122,FMT123,FMT124,FMT125,FMT126,FMT127,FMT128,FMT129,FMT130,FMT131,FMT132,FMT133,FMT134,FMT135,FMT136,FMT137,FMT138,FMT139,FMT141,FMT142,FMT143,FMT144,FMT145,FMT146,FMT147,FMT148,FMT149,FMT150,FMT151,FMT152,FMT153,FMT154,FMT155,FMT156,FMT157,FMT158,FMT159,FMT161,FMT163,FMT164,FMT165,FMT166,FMT167,FMT168,FMT169,FMT170,FMT171,FMT172,FMT173,FMT174,FMT175,FMT177,FMT178,FMT180,FMT181,FMT182,FMT183,FMT184,FMT185,FMT186,FMT188,FMT189,FMT190,FMT191,FMT192,FMT193,FMT194,FMT195,FMT196,FMT201
lnuA,0.0,0.0,0.0,0.0,6.16948498598986e-07,0.0,6.436364182450771e-07,4.33514263569975e-06,0.0,4.00354040536737e-06,4.61378243091771e-06,1.0143641617340098e-06,6.624105787032601e-07,6.8016078975084e-07,1.66192449489471e-06,2.32568136000502e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.551133159153889e-07,8.41331220739554e-06,5.387322037088051e-06,1.285532492061872e-05,5.168062949379843e-06,4.507677496514537e-06,9.2829488162181e-06,8.413559724124392e-06,3.2768326098783396e-07,0.0,1.3285838677755812e-06,1.639093580939372e-05,3.95069624190682e-06,0.0,3.35962573084417e-07,9.895552723476591e-07,0.0,6.13849297536189e-07,3.07830140633671e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886864467876074e-06,9.857972767957161e-07,6.58284241931485e-07,0.0,1.212130207588229e-06,5.85475831672595e-07,2.712548632729935e-06,5.503460101822256e-06,9.452290150974122e-07,6.218717629935609e-07,0.0,6.34516435771701e-07,9.43932979345044e-07,1.854357565103267e-06,0.0,2.59488974657835e-06,5.66933759950089e-06,6.3431492568099704e-06,2.513486163487835e-06,2.90229959140224e-06,1.567387735699832e-06,2.494607892505837e-06,1.608814255308554e-06,3.2222251635473597e-07,1.3201000630947042e-05,1.0766692862955472e-05,1.213129126104775e-05,1.0465219503950697e-05,1.5619494836737102e-06,0.0,0.0,9.39161679979574e-07,9.24793254229568e-07,0.0,2.1818458335358997e-06,0.0,0.0,0.0,0.0,3.11119911928682e-07,0.0
mdtN,0.0,4.90803384828531e-07,1.517757471506428e-05,2.7111958180615296e-06,1.8754906078084908e-06,8.84026579695481e-06,0.0,8.565080236164663e-07,1.2705731251764393e-05,1.56915319917329e-07,3.13444266735362e-07,2.79022064794616e-07,1.5578636150177062e-06,0.0,1.67775234722705e-07,1.833945142783636e-06,3.715925875845717e-05,2.80103431114426e-06,1.484282075990971e-06,1.77013427780798e-07,2.166857694455318e-06,1.3795430199387258e-05,1.3020377153818302e-05,5.605793005587e-06,3.3889632026984297e-06,5.397662006282905e-06,1.25172707456754e-06,1.6415617723242812e-06,1.54892947499117e-07,1.976081219375201e-06,6.67849693822823e-07,8.52904541817639e-07,0.0,3.76639524060858e-06,2.7024715607305288e-06,0.0,1.04499986395444e-07,0.0,3.4469670353304802e-06,3.2333428720542725e-06,2.89453614056449e-06,1.24462081931292e-06,3.412405751435782e-06,1.3717033751114301e-06,3.27776543203966e-06,0.0,5.77528221818783e-06,4.6908907779258216e-06,1.048823607050442e-05,1.1251008619812876e-05,1.758698842320334e-05,3.1000172829399162e-06,1.536698699608403e-06,2.9304063149889387e-06,1.5706280356050418e-06,7.8940772548116e-07,1.5721772156727502e-06,9.487135604292394e-05,3.846424414913546e-05,1.516176895405874e-05,4.1488382424772784e-05,7.99479908579108e-05,9.3060923334778e-05,1.99827287363712e-06,9.42037652641749e-06,1.12336874656777e-06,3.914084854670719e-06,2.7068697756559124e-05,1.8354991703738363e-05,3.782245214988199e-05,3.62637895433273e-05,7.5867153031957305e-06,7.58377177589349e-06,5.156648941883885e-06,2.0969629428324903e-06,1.3654073117391206e-05,7.4314161476086185e-06,4.77510270723105e-07,5.583428464203419e-06,1.7884186434237099e-06,2.4814956075212408e-05,6.649169743829411e-06,2.3528638916550618e-06,5.733946768745453e-07,2.70208608337437e-06,2.689986380529816e-06,5.59605551109204e-06,2.419375767241448e-05,1.2348934014588302e-05,2.836201022660408e-06
msrE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
novA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43815422094797e-07,0.0,1.06337822586415e-07,4.15726245330595e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9167805783764697e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0306888563253199e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.953053073046159e-07,1.0010574785821e-07,9.96010771084394e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4597652719304501e-06,0.0,0.0,0.0,9.83606708602204e-08,0.0,1.5753963630293002e-06,0.0,0.0,0.0,0.0,9.860370179919232e-08
poxtA,5.526517938555455e-07,1.7309925005867902e-07,2.45016358078154e-07,9.831098443204399e-07,1.2941304795258423e-05,5.09885549334616e-08,1.1499552697402664e-05,9.166765342425245e-06,1.6872677732204664e-06,1.16588835113164e-05,1.0564266406376967e-05,6.69766288568893e-07,6.765660833511675e-07,3.2580090669584106e-06,3.7385588900323328e-06,8.570361540301901e-07,5.383208479010383e-06,4.33034629938823e-07,2.184019008590695e-06,1.5544023620463562e-07,6.64307666939628e-07,2.3290976995032863e-06,7.2745714487567e-07,4.831860176653e-07,1.574449148778181e-06,1.4395885895897394e-06,1.6785367291733525e-06,1.8545798645053113e-06,1.4442205373496069e-06,6.425105956024654e-06,5.096156706099409e-07,2.882282929883089e-06,1.065630466340829e-07,3.336864991362591e-06,1.975071071582656e-06,3.690337738413472e-06,1.4819403287416387e-06,1.6339878725493697e-07,5.842971016008987e-06,4.157795828341169e-06,1.1697858265508685e-05,7.14803105809248e-06,4.154954531980983e-06,5.176858380015869e-06,1.0602334623965686e-06,6.555763469265091e-06,1.941390909004019e-06,3.337351039161045e-06,1.5755850396990394e-06,4.503295763757846e-06,2.291681479025764e-06,6.083941551855037e-07,8.979670145564563e-06,1.604616871085995e-05,4.56443410013481e-06,1.7169998271463998e-05,6.838641896253121e-06,1.6719409763560213e-06,3.2704790943156333e-06,4.0118793692658286e-05,3.016402381784687e-05,2.7382505112903557e-05,2.9084930507617238e-06,2.5868839975852418e-06,1.2386548420594236e-06,1.1503338756553233e-06,1.8505616524791224e-06,3.6576265307994594e-07,5.392346777728894e-07,1.2745573428665754e-06,2.282928758732557e-06,4.642890513485864e-06,2.3181880036082818e-06,2.736989014337542e-06,3.825611070935992e-06,3.5381350256531377e-06,2.8748908212196533e-06,4.018353134144295e-06,2.6046353591497563e-06,2.331497266438855e-06,3.674582757821698e-06,1.9218122304818716e-06,2.442865748683435e-06,3.19293561936991e-06,2.066731803742796e-06,3.596839697392411e-06,2.6002320149799476e-06,1.5448762977280597e-06,1.7709413945306406e-06,2.5830965564833844e-06
pp-flo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.43100861566758e-07,7.264347702806271e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vanC,0.0,0.0,0.0,9.15602648679565e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.269242977013e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05172000481863e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35488621116676e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51076331895874e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vanD,0.0,0.0,0.0,0.0,4.7152492392922494e-07,0.0,0.0,0.0,0.0,1.9158265803859961e-07,0.0,0.0,5.0153943816104e-07,5.14978883668493e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.960603734389009e-07,0.0,0.0,0.0,4.6939765296282607e-07,0.0,0.0,0.0,5.00887270367117e-07,0.0,0.0,4.91268944427206e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6920579082242e-07,0.0,0.0,0.0,4.7291392853647205e-07,0.0,0.0,0.0,4.99147888991831e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4240185106579162e-05,0.0,4.77950350523727e-07,7.64248673815452e-07,1.9756935191327502e-07,0.0,0.0,0.0,0.0,8.857959771765879e-07,0.0,0.0,0.0,8.850949386116142e-07,8.709172518230451e-07,1.969419579583284e-06,8.84309430507654e-07,2.0338816512417602e-07,4.77510270723105e-07,0.0,0.0,6.615316412489961e-07,1.899769088146012e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAC(3)-IIIb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACC-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92152000232623e-07,0.0,0.0,5.60162600060019e-07,5.60819292669218e-07,2.79087039420196e-07,0.0,0.0,3.05655136476889e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9568270812337304e-07,2.94444713220707e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.94332221880078e-07,2.8606648872940997e-07,2.81689899276822e-07,2.87450581220817e-07,0.0,0.0,2.89555849907916e-07,0.0,8.50203630710174e-08,5.685984597317291e-07,2.8816081818901896e-07
APH(2'')-If,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2058243986150104e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75164057108455e-07,0.0,3.71288882587876e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUT-1,1.6900433874721e-07,8.57273008010324e-08,1.3738266721209482e-05,1.45402795921967e-06,2.35202456116716e-06,4.7609680614515876e-05,8.10278626294277e-08,3.237543638858385e-07,0.0,0.0,0.0,1.8729194181818802e-06,1.41765304373311e-06,1.71251885305437e-07,1.67376718725738e-07,1.9517509066999665e-06,2.883059937284166e-05,6.821279078421296e-06,2.193954545548825e-06,0.0,4.819691529294082e-06,3.537272632047851e-05,4.07716217577873e-05,0.0,0.0,7.77920917603326e-08,0.0,0.0,0.0,7.68980916217166e-08,8.32829190634161e-08,1.58462634831118e-06,8.42185174140598e-08,0.0,2.92861390062174e-06,8.486378013471741e-08,0.0,4.19170285594614e-07,2.4562710465537897e-07,7.80069772403471e-08,0.0,8.12994596938365e-08,0.0,0.0,7.785666109357861e-08,0.0,7.86317695903873e-08,3.1388557143296e-07,0.0,4.1744007762717795e-07,2.914220960054797e-06,4.97231327634708e-07,3.5514401360713705e-06,2.3532077443684803e-07,3.1185820599495803e-07,7.87532647748425e-08,7.842214139935349e-08,5.808453225250984e-05,2.9359824305073687e-05,4.0242356890069986e-05,2.517451806144268e-05,5.8688199239069434e-05,5.8462627135665254e-05,5.81445194823153e-07,8.24385994310819e-08,0.0,4.122082418829137e-07,3.2437836051899655e-05,2.369208466097215e-05,3.78898603832636e-05,4.454314083468979e-05,4.988252643803828e-06,5.797121980134167e-06,5.678919244221535e-07,8.04608474319061e-08,2.4317297513503e-07,8.30944522597587e-08,0.0,6.26901570463245e-07,0.0,3.94105851456195e-07,5.43306884115867e-07,7.92025354432654e-08,0.0,1.58568695684957e-07,7.97826094758152e-08,0.0,3.15847619579742e-07,3.91671148033733e-07,7.93982301898484e-08
CGB-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68588107699846e-07,0.0,0.0,0.0,0.0,1.65327741876742e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CblA-1,0.0,0.0,0.0,0.0,9.341531511805401e-07,0.0,0.0,4.27184877421716e-06,2.9069716428045103e-06,1.08804490697393e-05,7.96917263067735e-06,4.28287090509916e-06,3.3120528935162997e-06,4.08096473850504e-06,3.21305402346311e-06,6.70749071483928e-07,1.44042103339774e-06,4.0356324735976405e-06,3.0745021769499395e-05,0.0,0.0,2.06451717922183e-06,4.3674221061025897e-07,0.0,2.1314233979235398e-07,1.02988901355661e-07,8.26612219054034e-07,1.22601625673514e-06,1.02287795518285e-07,2.85054938376351e-06,2.86671330839042e-06,1.21456547815774e-06,6.689810534211159e-07,2.16281925219525e-07,1.1077686003250199e-07,0.0,0.0,6.65927132963519e-07,2.49308936517613e-06,4.13093552430014e-07,2.58945165470148e-06,3.17515295492957e-05,6.920047669676579e-06,4.10897334695896e-06,3.40145469362606e-06,0.0,5.8296308171791495e-06,2.28554100834283e-06,6.58673338782122e-06,7.40549199347787e-06,1.0987532147618899e-07,6.58284241931485e-07,0.0,8.307760674038829e-07,5.16086103474361e-07,5.21306988525294e-07,6.22938142059016e-07,3.15076338365804e-07,6.218717629935609e-07,0.0,3.18747693087193e-07,4.2083678662466604e-07,1.55012702707851e-06,1.75948554911445e-05,1.16780238634338e-05,2.26793312986323e-05,2.8066440760359998e-05,4.2471402691523206e-07,9.67433197134081e-07,2.31179870290564e-06,8.374056297980359e-07,1.8336047182996602e-06,1.61111258177368e-06,2.74786260795321e-06,7.030456310512401e-06,1.28774619536915e-06,0.0,2.3124711223697497e-06,4.25351729865018e-06,2.46942883011336e-06,1.2522155733061e-06,4.1101922410203e-07,3.4602541663939797e-06,5.13900166452324e-06,4.82836691923721e-06,3.48559683474057e-06,1.60735758868125e-05,4.1815046491531795e-07,4.1482654923824294e-07,4.62507174854325e-06
ErmA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli nfsA mutations conferring resistance to nitrofurantoin,1.38966458227686e-07,1.4098122514544803e-07,8.926813995793278e-06,1.753107018155678e-06,1.54719115664277e-06,1.607138289251001e-05,0.0,1.29425296322509e-07,0.0,0.0,0.0,4.3378098565956204e-07,1.0971175209772698e-06,0.0,0.0,1.673221700797673e-06,9.53075556398226e-06,3.71811362209095e-06,1.6230173534357228e-06,0.0,2.99248563275188e-06,1.466355222798337e-05,1.229109373400066e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85780934045031e-07,1.3849998371609e-07,0.0,2.591948685476164e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37298650532064e-07,3.016111347673491e-06,7.082372917962909e-07,2.76475223742595e-06,0.0,2.56430282663823e-07,2.59024409923506e-07,1.28967662223156e-07,6.191350931424666e-05,2.710817800443783e-05,2.7175067841507155e-05,2.550055026491542e-05,6.023074246280402e-05,4.3565795975223024e-05,1.36600684721288e-07,0.0,3.94934324965232e-07,1.3908134640956302e-07,2.8685779912218802e-05,1.837842228168971e-05,2.6658332539394067e-05,3.1600787900537716e-05,4.063365084738467e-06,3.99385895079132e-06,3.93849298075025e-07,0.0,1.39857681054437e-07,0.0,0.0,7.79557281553332e-07,0.0,1.29623877705514e-07,1.3391814883652199e-07,0.0,1.30277625105101e-07,1.36797993613456e-07,1.31204994489524e-07,0.0,6.55662928017193e-07,2.70317300528199e-07,0.0
MuxC,0.000166018595429342,0.00019979053620612,0.000131150128954199,2.22672072723091e-05,5.10818667589994e-06,3.8666320824541704e-07,1.7868572944613298e-05,4.73326797979463e-06,1.5721377251902e-06,2.74601809855326e-06,1.56722133367681e-06,0.000134829928418422,0.00013456991513324812,0.000209424746025187,0.00012582649147630163,6.30583978274831e-05,4.7399349280324496e-05,6.854342568091121e-05,2.4332794730464903e-06,4.3199705589361496e-07,1.24455778313235e-06,4.1135116728856006e-06,2.7280790227048002e-05,3.29752529740412e-06,2.8146431081234883e-06,6.23818488211429e-06,0.0,1.3924041772920498e-05,3.8723236874779395e-07,3.8540591158027003e-07,3.7566545277533798e-06,2.92599865192547e-05,6.71131349664255e-05,2.33352748602923e-05,8.80676037258394e-06,0.000153543835341125,0.000134804982450122,3.7394979597487106e-05,6.15529827737586e-06,1.83752864125565e-05,1.56846785941918e-05,0.0,1.54561907565033e-06,1.157504697675897e-06,3.9021017048091204e-07,6.1932161867649e-05,7.089072516982996e-06,3.88664192862577e-07,7.91602878808445e-07,9.163704218368621e-05,9.44221423342881e-05,0.000103836502447526,0.0,2.75194572327536e-06,3.49836988427419e-06,3.9470386274058e-07,5.497996204220307e-06,1.86870275921242e-05,1.1678821386527529e-06,0.0,3.1776109308478e-05,1.83214301034095e-05,7.43322817270505e-06,3.62186958346729e-05,2.6029987770364103e-05,7.6228593517098694e-06,2.0190403995751913e-05,8.963741221627009e-05,3.906108638068157e-05,7.160571307051891e-06,1.1487234874641317e-05,6.36985034071496e-05,5.692597788933671e-05,3.84096839265548e-05,3.7503375708350204e-05,6.13442428663055e-05,6.08033762214087e-05,2.5462532965323202e-05,2.3518576791491246e-06,7.153196386891786e-05,8.686324793065979e-06,1.01140087645107e-05,7.93911129086065e-06,3.294936443666591e-05,2.78155920347361e-06,2.8385557396070838e-05,3.49165648486205e-06,2.7655909530386704e-06,9.42248876126866e-06,4.77523641570374e-06
OXA-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14978883668493e-07,0.0,2.03141147363704e-06,1.00671184312194e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.841376003854901e-07,4.67863866158572e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31642586658097e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.30459306398977e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43950622525649e-06,0.0,0.0,0.0,0.0
TEM-117,0.0,8.75783214999357e-06,9.918768474800241e-07,0.0,2.95887355665016e-06,0.0,0.0,3.84075067912238e-06,8.47059058734625e-06,6.00983250007947e-06,9.66493527259732e-07,5.53954668437946e-08,8.68198100062388e-07,1.67149251267981e-07,8.16834604909612e-07,5.49454417135212e-07,2.39619202226859e-06,0.0,0.0,0.0,0.0,1.60217147073751e-07,1.0732922950082099e-07,4.816323656950371e-07,3.66657533522241e-07,9.11141377681299e-07,4.62142666054591e-06,2.96271471005469e-06,8.04389959191707e-07,7.00521409611125e-07,3.03474203993678e-06,1.13964707926618e-06,4.93205506154362e-07,2.12604798206519e-07,0.0,6.62645776260575e-07,3.8892730639911705e-07,2.94572404102255e-06,1.27862764834515e-06,7.00471308146783e-06,3.10542090868002e-06,0.0,5.0764150475377805e-08,6.05867167387766e-07,2.5330490201233896e-07,0.0,3.63273914192622e-06,5.10609836063664e-07,5.1386894760362804e-08,1.90138471215965e-06,1.40409452544843e-06,1.61773098094445e-06,0.0,1.6843439048176902e-06,8.624301314937858e-07,1.2298655135780701e-06,1.27572339757063e-06,3.2004353875426004e-06,9.169484727911241e-07,0.0,1.35775678848269e-06,2.58551194255494e-07,4.0633932579986895e-07,8.48571054144976e-06,9.816564166876109e-06,1.97935142362791e-06,3.09461369847305e-06,3.0268259321578603e-06,1.63780808128933e-06,4.64828431060555e-07,2.41805729191682e-06,1.43134195029738e-06,1.58372117775589e-07,2.0778036127193502e-07,1.0471102556053301e-07,0.0,5.40691876373392e-08,1.18824039546244e-06,7.24061624525381e-06,3.16623224773623e-06,1.33350313757017e-06,4.898879052029071e-06,3.91679184550652e-06,7.732087796036921e-07,6.50033619111608e-06,4.56844840163833e-06,4.5871839445637396e-07,8.734626790309928e-07,3.21121912188522e-06,3.61648507526249e-06
cpxA,2.33026724713675e-07,2.3640519849717002e-07,2.5688455325747198e-05,4.529462884609446e-06,5.11676609591321e-06,6.08462680014491e-05,0.0,4.34055142251909e-07,0.0,0.0,0.0,1.87812403744638e-06,1.45643548636285e-06,7.87085630061016e-08,1.53855018741345e-07,5.3557409485081394e-06,5.57757926183823e-05,9.69351966277105e-06,4.5371630348945505e-06,2.37692703242775e-07,5.17388213773796e-06,4.67754777126379e-05,4.93523465917656e-05,7.55982873859022e-08,0.0,1.4301515559432302e-07,0.0,7.09376218416618e-08,0.0,7.06858003771675e-08,7.655482298187379e-08,2.91322136523584e-06,1.54829676119298e-07,7.508477316573019e-08,7.383834024175191e-06,7.800797256924889e-08,1.56978145502326e-07,4.62368620703928e-07,3.7630644490507395e-07,1.43410207066315e-07,0.0,7.473159941289341e-08,0.0,0.0,0.0,1.5349644744725899e-07,7.22794213920372e-08,5.770560068702021e-07,1.45184807467051e-07,4.6046010309443294e-07,8.46807663202299e-06,1.37118595371755e-06,4.233361430267755e-06,5.04723669771027e-07,4.2999663119173795e-07,4.3434660878002703e-07,4.757724063149431e-06,0.000139207330510205,5.102199833626426e-05,6.0062553160018e-05,4.84677441964591e-05,0.000116805639157469,0.00010224746176428299,2.2905966346277103e-07,3.78893562887396e-07,2.94332422681512e-07,2.96382956540902e-07,5.1605536239809296e-05,4.2317809326166294e-05,5.39179554168551e-05,7.42776965234287e-05,8.986688421566279e-06,8.79991099250008e-06,8.80571356394815e-07,7.39607353031277e-08,5.215653258536631e-07,7.63815816623546e-08,1.4596383821230303e-07,8.64385025649649e-07,0.0,4.34721126977445e-07,9.274855198896249e-07,1.4560815467953998e-07,1.4563786911312599e-07,5.83034243522853e-07,2.2001186848898396e-07,1.4400329995792102e-07,1.16132618203556e-06,6.48053266331796e-07,3.6491981342714143e-07
dfrA22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
