DATASET_HEATMAP
SEPARATOR SPACE

#label is used in the legend table (can be changed later)
DATASET_LABEL example_heatmap_60

#dataset color (can be changed later)
COLOR #ff0000

MARGIN 0
STRIP_WIDTH 25

SHOW_INTERNAL 0

SHOW_TREE 1

TREE_HEIGHT 1000

COLOR_MIN #ff0000
COLOR_MAX #0000ff

USE_MID_COLOR 1
COLOR_MID #ffff00

FIELD_LABELS FMT102 FMT103 FMT104 FMT105 FMT106 FMT107 FMT108 FMT109 FMT110 FMT111 FMT112 FMT113 FMT114 FMT115 FMT116 FMT117 FMT118 FMT119 FMT120 FMT121 FMT122 FMT123 FMT124 FMT125 FMT126 FMT127 FMT128 FMT129 FMT130 FMT131 FMT132 FMT133 FMT134 FMT135 FMT136 FMT137 FMT138 FMT139 FMT141 FMT142 FMT143 FMT144 FMT145 FMT146 FMT147 FMT148 FMT149 FMT150 FMT151 FMT152 FMT153 FMT154 FMT155 FMT156 FMT157 FMT158 FMT159 FMT161 FMT163 FMT164 FMT165 FMT166 FMT167 FMT168 FMT169 FMT170 FMT171 FMT172 FMT173 FMT174 FMT175 FMT177 FMT178 FMT180 FMT181 FMT182 FMT183 FMT184 FMT185 FMT186 FMT188 FMT189 FMT190 FMT191 FMT192 FMT193 FMT194 FMT195 FMT196 FMT201
DATA
msp_0056 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 -0.24040192463013474 -0.07580378921277096 0.036226691239045664 -0.20997188131094568 -0.14865195549467627 -0.17923943413827212 -0.20346238565422547 -0.04795481541994795 -0.1017321159154754 -0.057924182155411924 -0.10425242082597798 -0.05775377737147972 -0.0875042805036315 -0.013432887213283118 0.1420556291851934 -0.02764130614877478 -0.022554902643069027 0.013615104167437282 -0.07319703243884702 -0.18592844002329698 -0.18403573461709485 -0.2149932830938358 -0.22492028932134944 -0.17756107467216128 -0.1636663418555718 -0.26857545844373554 -0.06998084420864503 -0.10190998905241148 -0.10028404059894817 -0.13946422543489428 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.1695018759589603 -0.19134311461797646 -0.1958212504744234 -0.07687405332586966 -0.19268738338631858 -0.16912605261728442 -0.16005223267114527 -0.02612547624515391 -0.1844813220244017 -0.15411164408660652 -0.15987097855541058 -0.0350718415543463 -0.11164693201862412 -0.09614105977318022 -0.015430720926035495 -0.22698782066192857 -0.22164415779325475 -0.2562661428073954 -0.2761618181375604 -0.09830428025145163 -0.15950282989103876 0.13888710856199454 -0.1353625760248883 -0.10233405158917869 -0.10847398400049926 -0.15511962528878093 -0.203864069947422 -0.2140122168342132 -0.2192892511694602 -0.1100448921829947 -0.11038067170449178 -0.1482797638018964 -0.16425072541945387 -0.11735609046213569 -0.12969823492838092 -0.17717122876307226 -0.16175645784243667 -0.15271900744845787 -0.134809535796577 -0.20390090358431445 -0.223700586685026 -0.1360976064717286 -0.1889881406653506 -0.222151714893826 -0.23124285731142347 -0.21679176061197114 -0.21616354801444326 -0.19938480511751747 -0.1958885207460136 -0.16880207730857177 -0.21136548082229611 -0.23056453054997025
msp_0057 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 -0.2202348510055956 -0.07580378921277096 -0.15023343655400723 -0.1679330548862943 -0.14865195549467627 -0.17923943413827212 -0.20346238565422547 -0.0715697067327179 -0.1017321159154754 -0.054526825534637974 -0.09666034690516599 -0.09015303954692003 -0.0875042805036315 -0.08600050476620454 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 -0.14063683350995548 -0.07319703243884702 -0.11778981546484173 -0.15785979087158358 -0.14911493988437236 0.2994306357920242 0.011839043673893298 -0.13644963594859844 0.23803536305234538 -0.06998084420864503 -0.10190998905241148 -0.10028404059894817 -0.13946422543489428 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.1695018759589603 -0.19134311461797646 -0.1958212504744234 -0.08564597696195897 -0.19268738338631858 -0.16912605261728442 -0.16005223267114527 -0.08358642516022849 -0.1844813220244017 -0.15411164408660652 -0.15987097855541058 -0.09538239129118174 -0.10067004790766959 -0.09614105977318022 -0.06779676816878129 -0.22698782066192857 -0.2066667726040723 -0.12020962666902951 0.5718780632644441 0.37976786254769734 13.763649162138424 -0.09167036632679623 -0.12306270064609742 -0.10233405158917869 -0.10847398400049926 -0.16514411522224906 -0.203864069947422 -0.2140122168342132 -0.2192892511694602 -0.1100448921829947 -0.11038067170449178 -0.16850113163754582 1.5081938743080043 -0.0989452782790153 -0.12969823492838092 -0.18304925145187365 -0.17117967670824788 -0.15271900744845787 -0.134809535796577 -0.20390090358431445 0.34974589475981727 -0.09229975928144425 0.18211083131796 0.8818003063984795 2.575665668280375 -0.21679176061197114 0.2603180832801306 -0.10260810628378005 -0.1958885207460136 0.0919696857565259 0.7363465081635182 1.9749586522142932
msp_0058 0.006899573872357722 -0.03452614537794299 -0.008070489240756042 3.363668503535408 -0.21548177646575162 -0.07580378921277096 0.3366432230130552 -0.18694618761577145 0.15760206415408318 -0.17923943413827212 -0.20346238565422547 -0.057326359554332705 -0.1017321159154754 -0.057924182155411924 -0.10425242082597798 0.14380038372625495 -0.045722764456196274 3.1815340090186566 5.632210023517357 0.49866683509383863 1.2534700636786116 15.637425117168002 -0.013005525382306404 -0.18592844002329698 -0.18403573461709485 -0.2149932830938358 -0.22492028932134944 -0.17756107467216128 -0.1636663418555718 -0.26857545844373554 -0.03128896559601594 -0.10190998905241148 -0.10028404059894817 -0.13946422543489428 -0.06520346063047855 -0.06904685287838308 -0.04565298240992623 -0.003735019923079386 -0.1695018759589603 -0.19134311461797646 -0.1958212504744234 1.3335248886026496 -0.06865884286812063 -0.011769563596121808 1.1662256526872472 8.582018976325175 -0.12460978989800817 -0.12179881356999767 -0.11960672567622017 0.2649538301676133 0.038750472324682705 0.10568565543161444 28.099192111828383 -0.14306303266819725 0.1764059337575975 -0.21392223751823355 -0.2389225141826446 -0.07915145733358196 -0.10927081688757995 15.096698512450457 -0.1353625760248883 -0.04473498542405365 -0.09203093043049754 -0.09989530447669447 -0.037159863178297066 -0.2140122168342132 -0.1832197182337784 -0.10715146079310302 0.025076284224278923 -0.12114249192788708 -0.16425072541945387 -0.11735609046213569 -0.12969823492838092 -0.16920174125083817 -0.15504838436883447 -0.15271900744845787 -0.134809535796577 -0.20390090358431445 -0.223700586685026 -0.1360976064717286 -0.10141392133830215 -0.222151714893826 -0.23124285731142347 -0.21679176061197114 -0.21616354801444326 -0.19938480511751747 -0.1958885207460136 -0.15176846961274226 -0.19061784705304874 -0.23056453054997025
msp_0059 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 2.0020973136320346 -0.07580378921277096 -0.15023343655400723 0.5057185527549392 -0.14865195549467627 0.1635492239036045 0.11533100751481988 -0.0715697067327179 0.21816127773252936 -0.02609151725546979 0.4214332120531361 0.004699217150085957 -0.058638547644820925 -0.08600050476620454 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 -0.12618877732744266 0.002872652599891155 -0.15379990447686281 -0.09530238281514869 -0.16456485795188563 1.0811456697431316 0.07372406858274975 -0.08771446877415662 0.3413998340647992 -0.06998084420864503 -0.10190998905241148 -0.10028404059894817 -0.13946422543489428 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.14169421625299744 -0.19134311461797646 -0.1958212504744234 -0.08564597696195897 -0.19268738338631858 -0.16912605261728442 -0.16005223267114527 -0.08358642516022849 -0.1844813220244017 -0.15411164408660652 0.19719556208079644 -0.09538239129118174 -0.09347823085584815 -0.09614105977318022 -0.06779676816878129 -0.14881795986846175 0.3316041180481409 0.47900514597344646 0.956061035289262 -0.0882354781297668 0.29352284725659195 -0.09167036632679623 -0.1353625760248883 -0.10233405158917869 -0.10847398400049926 -0.16514411522224906 -0.203864069947422 -0.2140122168342132 0.5481337741842011 -0.07409300712970028 -0.08315993755049897 -0.07203023100739606 -0.15129393382693498 0.024837922876304354 0.034303786788312494 -0.19565955090998322 -0.17117967670824788 -0.15271900744845787 -0.134809535796577 0.28311685646172563 -0.12276417798986716 0.014093671617568986 0.07259876522803425 -0.08057871936455557 -0.12123953554317594 0.4832300275630822 -0.09966231234268996 0.30898917062730064 -0.1958885207460136 0.17191852541631658 -0.07588889013118505 -0.12132434743330016
msp_0060 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 -0.2146141296969491 -0.07580378921277096 -0.15023343655400723 -0.20997188131094568 -0.14865195549467627 -0.17923943413827212 -0.20346238565422547 -0.0715697067327179 -0.1017321159154754 -0.057924182155411924 -0.10425242082597798 -0.09015303954692003 -0.0875042805036315 -0.08600050476620454 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 -0.14063683350995548 -0.07319703243884702 -0.18592844002329698 -0.05384893772446415 -0.14222805585785409 -0.22492028932134944 -0.1613559788381186 -0.1636663418555718 -0.19084643000221388 -0.06998084420864503 -0.10190998905241148 -0.10028404059894817 -0.13946422543489428 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.16720550220645897 -0.19134311461797646 -0.1958212504744234 -0.08564597696195897 -0.19268738338631858 -0.16912605261728442 -0.16005223267114527 -0.08358642516022849 -0.1844813220244017 -0.15411164408660652 -0.15987097855541058 -0.09538239129118174 -0.11164693201862412 -0.09614105977318022 -0.06779676816878129 -0.22698782066192857 -0.22164415779325475 -0.2562661428073954 -0.2761618181375604 -0.09830428025145163 -0.15950282989103876 -0.09167036632679623 -0.1353625760248883 -0.10233405158917869 -0.10847398400049926 -0.12299730138115314 -0.1623060453518314 -0.13627220017207395 -0.20054284703318087 -0.1100448921829947 -0.11038067170449178 -0.16850113163754582 -0.15655685059339733 -0.11735609046213569 -0.12969823492838092 -0.19565955090998322 -0.17117967670824788 -0.15271900744845787 -0.134809535796577 -0.20390090358431445 -0.223700586685026 -0.1360976064717286 -0.1889881406653506 -0.222151714893826 -0.21561253029314453 -0.21679176061197114 -0.21616354801444326 -0.19938480511751747 -0.1958885207460136 -0.16880207730857177 -0.21136548082229611 -0.21626833670131537
msp_0061 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 -0.24040192463013474 -0.07580378921277096 -0.15023343655400723 -0.20997188131094568 -0.14865195549467627 -0.17923943413827212 -0.20346238565422547 -0.0715697067327179 -0.1017321159154754 -0.057924182155411924 -0.10425242082597798 -0.09015303954692003 -0.0875042805036315 -0.08600050476620454 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 -0.14063683350995548 -0.07319703243884702 -0.18592844002329698 -0.18403573461709485 -0.2149932830938358 -0.22492028932134944 -0.17756107467216128 -0.1636663418555718 -0.26857545844373554 -0.06998084420864503 -0.10190998905241148 -0.10028404059894817 -0.13946422543489428 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.1695018759589603 -0.19134311461797646 -0.1958212504744234 -0.08564597696195897 -0.1762680800840501 -0.13996061200190787 -0.16005223267114527 -0.08358642516022849 -0.1844813220244017 -0.11896133431391717 -0.15987097855541058 -0.09538239129118174 -0.11164693201862412 -0.09614105977318022 -0.06779676816878129 -0.22698782066192857 -0.22164415779325475 -0.2562661428073954 -0.2761618181375604 -0.09830428025145163 -0.15950282989103876 -0.09167036632679623 -0.1353625760248883 -0.10233405158917869 -0.10847398400049926 -0.16514411522224906 -0.203864069947422 -0.2140122168342132 -0.2192892511694602 -0.1100448921829947 -0.11038067170449178 -0.16850113163754582 -0.16425072541945387 -0.11735609046213569 -0.12969823492838092 -0.19565955090998322 -0.17117967670824788 -0.15271900744845787 -0.134809535796577 -0.20390090358431445 -0.223700586685026 -0.1360976064717286 -0.1889881406653506 -0.222151714893826 -0.23124285731142347 -0.21679176061197114 -0.21616354801444326 -0.19938480511751747 -0.1958885207460136 -0.16880207730857177 -0.21136548082229611 -0.23056453054997025
msp_0062 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 0.1655292159170727 -0.07580378921277096 -0.15023343655400723 -0.04141659323125953 -0.05060246102017972 -0.0063068191162383705 0.018232735818931645 -0.0715697067327179 -0.06420853502000116 -0.05409019467776452 -0.07507133151488457 -0.05436339158674605 -0.08234037298779695 -0.08600050476620454 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 -0.09194080781228052 -0.07319703243884702 -0.18592844002329698 -0.1805661673462681 -0.19250941413306846 0.00709488170964449 -0.12669775642696302 -0.1636663418555718 -0.20153493493860689 -0.007072711229824617 -0.04680493436817759 -0.10028404059894817 -0.13946422543489428 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.05711412161365496 -0.17922737714551346 -0.16353393017693166 -0.08564597696195897 0.21236177690115263 0.041157326826600976 0.0032227260938928323 -0.08358642516022849 0.009184492597756567 -0.03119276669955444 0.04412556646632053 0.0014045289123282047 -0.04549788813304474 -0.08786825885006966 -0.06779676816878129 -0.2046197276375956 -0.2060912838557093 -0.10363217707175493 -0.06256173484326882 -0.0728499940266059 0.20955955461062675 -0.09167036632679623 -0.053217769924775345 -0.06574615081764051 -0.07065991286018132 -0.16514411522224906 -0.203864069947422 -0.2140122168342132 0.06408775767399247 -0.10239029864100435 -0.08583394212765613 -0.0582623229881088 -0.11516065363509834 -0.0343119216751079 -0.11024338855458958 -0.19565955090998322 -0.17117967670824788 -0.15271900744845787 -0.134809535796577 -0.04194514559408857 0.0786984870457498 -0.10986337202209684 -0.06521205499070876 -0.15948223353743773 0.0751905118790959 0.00612424038217831 0.262927420050372 -0.11074971882058275 0.24103510026910477 -0.008135503024503067 -0.08134391378492217 0.12121689330478477
msp_0063 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 -0.24040192463013474 -0.07580378921277096 -0.15023343655400723 -0.20997188131094568 -0.14865195549467627 -0.17923943413827212 -0.20346238565422547 -0.0715697067327179 -0.1017321159154754 -0.057924182155411924 -0.10425242082597798 -0.09015303954692003 -0.0875042805036315 -0.08600050476620454 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 -0.14063683350995548 -0.07319703243884702 -0.18592844002329698 -0.18403573461709485 -0.2149932830938358 -0.157834313028973 -0.17756107467216128 -0.15190388020608345 -0.24801341994642842 -0.06998084420864503 0.022314169904587927 -0.07861086085247203 -0.11988796415530076 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.1695018759589603 -0.19134311461797646 -0.1958212504744234 -0.08564597696195897 -0.19268738338631858 -0.16912605261728442 -0.16005223267114527 -0.08358642516022849 -0.1844813220244017 -0.15411164408660652 -0.15987097855541058 -0.09538239129118174 -0.0643103020766974 -0.09614105977318022 -0.06779676816878129 -0.22698782066192857 -0.22164415779325475 -0.2562661428073954 -0.2761618181375604 -0.09830428025145163 -0.12611230778042443 -0.09167036632679623 -0.0911012105517731 -0.08780034912316738 -0.03432317511608625 -0.16514411522224906 -0.203864069947422 -0.2140122168342132 -0.2192892511694602 -0.1100448921829947 -0.08650874301626357 -0.16850113163754582 -0.16425072541945387 0.031145510491527893 0.3419651048184983 0.3561154803306455 0.6508123172662116 -0.12532535109129575 -0.11982892771001674 -0.20390090358431445 -0.223700586685026 -0.1360976064717286 -0.03301575434798407 -0.1039060811126931 -0.23124285731142347 -0.21679176061197114 -0.21616354801444326 -0.19938480511751747 -0.1958885207460136 0.06799792281562726 -0.08871313253993227 -0.23056453054997025
msp_0064 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 -0.24040192463013474 -0.07580378921277096 -0.15023343655400723 -0.20997188131094568 -0.14865195549467627 -0.17923943413827212 -0.20346238565422547 -0.0715697067327179 -0.1017321159154754 -0.057924182155411924 -0.10425242082597798 -0.09015303954692003 -0.0875042805036315 -0.08600050476620454 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 -0.14063683350995548 -0.07319703243884702 -0.18592844002329698 -0.18403573461709485 -0.2149932830938358 -0.22492028932134944 -0.17756107467216128 -0.1636663418555718 -0.26857545844373554 -0.06998084420864503 0.016030226744789277 1.8758346879684478 -0.13946422543489428 -0.06520346063047855 -0.06904685287838308 -0.07532991524584398 -0.06376477385843328 -0.1695018759589603 -0.19134311461797646 -0.1958212504744234 -0.08564597696195897 -0.19268738338631858 -0.16912605261728442 -0.16005223267114527 -0.08358642516022849 -0.1844813220244017 -0.15411164408660652 -0.15987097855541058 -0.09538239129118174 -0.0891583940949482 -0.09614105977318022 -0.06779676816878129 -0.22698782066192857 -0.22164415779325475 -0.2562661428073954 -0.2761618181375604 0.04436391080286046 -0.15950282989103876 -0.09167036632679623 1.115999290783472 1.0335006270977507 0.9033093971216756 -0.16514411522224906 -0.203864069947422 -0.2140122168342132 -0.2192892511694602 -0.1100448921829947 0.041155418440817534 4.175594938792082 0.05087716744752142 -0.03434459531645194 -0.053406208446624796 -0.19565955090998322 -0.17117967670824788 -0.15271900744845787 -0.134809535796577 -0.20390090358431445 -0.223700586685026 -0.1360976064717286 2.3533961360776483 4.234128607540766 -0.23124285731142347 -0.21679176061197114 -0.21616354801444326 -0.19938480511751747 -0.1958885207460136 2.9532110710676283 6.83539647953567 -0.23056453054997025
msp_0065 -0.07461818485048421 -0.06794714751242342 -0.07216419392395029 -0.14732804246894468 0.04527536711062581 -0.07580378921277096 -0.15023343655400723 -0.20997188131094568 -0.14865195549467627 -0.17923943413827212 -0.20346238565422547 -0.0715697067327179 -0.1017321159154754 -0.057924182155411924 -0.10425242082597798 -0.09015303954692003 -0.0875042805036315 -0.08600050476620454 -0.13347171639372477 -0.04017922129933942 -0.05391613041374007 -0.14063683350995548 -0.07319703243884702 -0.05165233437963728 -0.11325778046831739 -0.11508382816179338 -0.22492028932134944 -0.1551384171520253 -0.1636663418555718 -0.26857545844373554 -0.06998084420864503 -0.10190998905241148 -0.10028404059894817 -0.13946422543489428 -0.06520346063047855 1.0422875715797482 0.13028217067843115 0.6379681966671034 0.27469493940121925 1.0928707794198484 4.516642963632719 -0.08564597696195897 -0.19268738338631858 -0.16912605261728442 -0.16005223267114527 -0.08358642516022849 -0.1844813220244017 -0.15411164408660652 -0.15987097855541058 -0.09538239129118174 -0.11164693201862412 -0.09614105977318022 -0.06779676816878129 0.44149897994437676 0.4293238159721561 -0.12553502563481464 0.43686570421370935 -0.09830428025145163 -0.15950282989103876 -0.09167036632679623 -0.1353625760248883 -0.10233405158917869 -0.10847398400049926 -0.16514411522224906 -0.203864069947422 -0.2140122168342132 -0.2192892511694602 0.24107724547334122 -0.11038067170449178 -0.04690358535016996 -0.16425072541945387 -0.11735609046213569 -0.12969823492838092 -0.19565955090998322 -0.17117967670824788 -0.15271900744845787 -0.134809535796577 -0.20390090358431445 0.7973937293443848 -0.1360976064717286 -0.1889881406653506 -0.222151714893826 1.6869907578100534 -0.21679176061197114 0.5279318962817922 -0.19938480511751747 -0.1958885207460136 -0.16880207730857177 -0.21136548082229611 1.6718043878778428
