"","FMT102","FMT103","FMT104","FMT105","FMT106","FMT107","FMT108","FMT109","FMT110","FMT111","FMT112","FMT113","FMT114","FMT115","FMT116","FMT117","FMT118","FMT119","FMT120","FMT121","FMT122","FMT123","FMT124","FMT125","FMT126","FMT127","FMT128","FMT129","FMT130","FMT131","FMT132","FMT133","FMT134","FMT135","FMT136","FMT137","FMT138","FMT139","FMT141","FMT142","FMT143","FMT144","FMT145","FMT146","FMT147","FMT148","FMT149","FMT150","FMT151","FMT152","FMT153","FMT154","FMT155","FMT156","FMT157","FMT158","FMT159","FMT161","FMT163","FMT164","FMT165","FMT166","FMT167","FMT168","FMT169","FMT170","FMT171","FMT172","FMT173","FMT174","FMT175","FMT177","FMT178","FMT180","FMT181","FMT182","FMT183","FMT184","FMT185","FMT186","FMT188","FMT189","FMT190","FMT191","FMT192","FMT193","FMT194","FMT195","FMT196","FMT201"
"msp_0026",0,0,0,0,0,0,0,4.91814008269748e-07,1.20278511149545e-06,1.11367386888879e-06,1.03099934883384e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92592744097836e-07,0,0,7.72456540716672e-08,0,0,0,0,0,0,0,0,5.54353165283212e-07,1.65325794518543e-07,1.48913666792888e-06,0,0,0,0,0,0,0,0,3.26657288686673e-06,4.84455428320256e-07,1.05865084173583e-06,0,1.26336454264934e-07,2.90532637138381e-07,3.93490845122287e-07,4.0332786209954e-07,0,0,0,0,0,0,2.26641407188993e-07,1.08841811301164e-06,1.48139396235604e-07,2.01612451854822e-06,0,0,0,0,0,0,3.32653129886111e-07,7.08938373236106e-07,1.48964601280149e-07,0,0,1.13834522445034e-06,0,0,0,5.72124166050188e-07,0,1.3059416433816e-06,0,0,0,0,6.87501118753588e-07
"msp_0027",0,0,0,0,8.31718549914095e-07,0,0,1.6077089687202e-07,2.01133189009164e-07,1.17202472232009e-07,1.68954667885443e-07,0,1.23946435555664e-06,3.32424572571697e-07,4.3868691005131e-08,4.21945053190946e-07,2.6085706645066e-07,0,0,0,0,1.54628661621635e-06,0,1.19898023367106e-07,1.68055611993657e-07,4.02274803963837e-07,1.12508689226449e-06,1.77007388113163e-07,3.11169397460177e-08,4.52977309489535e-08,1.75405820280998e-06,1.40391543305125e-06,1.24012322874899e-07,3.17117814640567e-07,0,0,0,0,1.134709404035e-06,1.63430660206514e-07,1.42995819033097e-07,0,8.11910081464877e-07,6.30150498856375e-07,4.99581490500393e-07,0,6.45478469342496e-07,5.79012054113734e-07,4.0755610692709e-07,1.40137596213908e-06,1.09221542250053e-06,4.35045549901499e-07,0,4.30083755394059e-07,4.66853523515748e-07,4.27718382583374e-07,6.78771317509357e-07,8.19849239587848e-08,5.84652232639435e-07,0,6.00802629544976e-07,9.91946575802212e-07,4.41684707153191e-07,0,0,0,0,1.04854766447875e-07,8.1970897810022e-08,2.79231620178681e-07,2.20003370643051e-07,2.05855831509099e-07,2.94759446808457e-07,2.09690917177112e-06,1.43434092570345e-06,1.86880618754103e-06,2.60488700322475e-07,4.83206176834339e-07,0,4.35533351498761e-07,5.03996085115623e-07,2.02163839391302e-07,0,4.81894557800973e-07,0,8.37671707926751e-07,7.07963328729138e-07,1.1731885274024e-06,5.06237498640122e-07,0
"msp_0028",0,0,0,0,3.59604180788866e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94911759090009e-08,0,0,2.20388352366797e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16319938523928e-08,0,0,6.32633315918515e-08,6.34397055643102e-08,4.77479232099738e-08,1.13976493314642e-07,0,3.42477387654754e-08,0,0,0,0,0,0,0,0,0,3.52325031684459e-08,2.06465168652254e-07,3.38784146277226e-08,3.85310371392607e-07,4.29557379807585e-07,0,0,0,0,1.74325426518398e-08,3.31330203005698e-08,0,0,9.41621429690964e-08,3.71454777059002e-08,0,0,0,0,6.19497048471484e-08,8.23169114297825e-08,3.32322252388372e-08
"msp_0029",2.97279309629009e-07,0,5.94571663220705e-08,1.61990444877957e-05,0,0,0,7.66092560822856e-08,0,5.0932948335676e-07,1.3254928334346e-07,0,4.91562369713153e-07,1.01616066975865e-07,7.9143351799816e-08,0,3.52603844900513e-07,0,2.40508326547272e-06,0,0,0,0,1.19774656922972e-06,4.44389369564053e-07,1.19514722007817e-07,2.60169885783483e-06,9.22310576688905e-08,1.7391194560365e-07,3.15742680790382e-06,1.55276305198906e-06,2.21652806918299e-06,1.7588856575014e-07,3.61182175988616e-07,0,0,3.99460879917501e-08,1.16548717292469e-08,1.40765335474819e-07,3.33270205785083e-07,5.68283478111931e-07,0,2.83562031971314e-07,6.95946742465121e-07,1.1559682452688e-06,0,0,6.03530453176854e-08,1.09466046369133e-06,0,1.51941164228104e-06,0,0,1.81706375771913e-06,2.42169627474757e-06,5.63940293208314e-06,2.11430370089163e-06,6.65469276247537e-07,1.51983589162358e-06,7.61741651162603e-08,2.20634301317761e-06,5.12082792022051e-07,2.95235527960732e-07,1.9875335398709e-06,1.9287469261025e-06,2.32081135781618e-06,4.07569036035487e-06,0,6.66529590484415e-08,7.66462575950316e-08,1.32745249155327e-07,3.7748676542308e-07,7.13251404434024e-08,3.74010518531274e-07,1.71952738743274e-07,9.15695167586314e-08,1.39335547682302e-07,5.77757021799059e-07,2.44562870437836e-07,8.83365402064958e-07,4.96432127802259e-07,2.41377090462928e-07,1.20247345939911e-06,8.17075500550651e-07,3.97078417992555e-07,2.32477120593132e-06,3.16030717218081e-06,7.63598034660994e-07,4.80085598359187e-07,1.38753881307751e-06
"msp_0030",0,0,0,1.45961584497981e-07,5.28904591047672e-08,5.48923613437174e-05,1.89206382344607e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94008498716524e-06,0,0,0,0,0,0,0,0,0,0,0,4.05972737182037e-08,0,0,0,0,0,2.44586056616215e-07,2.26499249319535e-07,0,0,0,0,0,6.09908817988363e-07,0,6.06196604573841e-08,0,0,0,0,3.94998592187232e-06,0,0,0,0,0,0,3.21196688642656e-07,7.42805814192583e-07,0,8.99648031012428e-06,0,0,0,0,0,0,0,0,1.18569451605043e-06,1.22968144521097e-06,4.47428514309552e-07,0,7.38575383979712e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0031",0,0,0,0,7.05387947078547e-08,0,0,0,0,0,0,0,9.03115269649971e-07,8.35981031900125e-07,6.60363358538859e-07,0,7.42157304529361e-08,0,0,0,0,1.53872489257235e-06,1.28160972021818e-06,6.60668325342584e-08,0,1.35361788167526e-07,2.05557784523038e-07,0,0,0,6.15650557745689e-06,0,0,0,0,0,3.44389532236477e-07,2.39087066812742e-07,5.19122714701637e-07,7.94255731983406e-08,1.55180303320442e-07,0,0,0,0,0,0,0,0,1.72366748498536e-05,1.57171353613578e-06,2.51368846131314e-07,0,2.83258285384352e-07,3.69318366514538e-07,5.86842735134467e-07,2.13013649591067e-07,0,4.08618766044359e-07,0,0,0,0,0,0,0,0,7.72609502505737e-08,9.52349629665989e-08,2.21184683728049e-07,2.51342058122814e-07,0,0,0,0,0,0,0,9.94510609706949e-07,7.57667786577245e-07,0,0,2.0179108881022e-06,0,1.6336129443167e-06,1.60816972126102e-06,0,0,0,2.28534135980658e-06
"msp_0032",0,0,0,0,5.89240776254406e-06,0,0,1.03620621056524e-05,0,1.93817781492021e-06,3.14465376958198e-06,3.2558726811905e-05,3.86657712780066e-06,1.80735214940799e-06,1.38401682103612e-05,8.28949803453615e-07,0,0,0,0,0,6.24908437182614e-07,7.5499390104342e-07,4.95771866506246e-07,1.40426391337871e-06,1.31262591499608e-06,1.07919310607546e-06,1.23790281556572e-07,0,0,1.18242809391902e-05,0,0,0,0,0,0,6.30245807027006e-08,2.53354653860773e-07,9.46707854502774e-08,9.3734391963189e-08,0,0,0,0,0,0,0,0,4.55427969627782e-06,1.34606589407762e-07,1.14601985933695e-07,0,6.33359418804323e-07,2.57131976866706e-06,2.70859137717576e-06,4.78357414205716e-06,0,1.31988060469345e-07,0,0,0,1.76773888574225e-06,0,0,0,0,0,4.76626392399591e-07,0,4.24196263980504e-07,5.86622876915624e-07,2.97320149469368e-06,0,0,0,0,1.38451071130329e-05,2.29445106780285e-07,3.246389486934e-07,3.01423967223884e-08,6.85426016510415e-08,4.91286214018093e-07,1.0413638310309e-05,4.20223356398408e-07,3.65964284792012e-07,0,7.62920600793152e-08,9.02837857965589e-08,5.28377225521957e-07
"msp_0033",1.29859517066577e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0034",0,0,0,0,4.50374044306748e-06,0,0,6.78566321849156e-07,0,0,0,0,0,0,1.71714608613131e-07,0,0,0,0,0,0,0,0,0,0,0,0,6.65656810166669e-07,1.99930170430167e-07,3.1892515986453e-06,0,0,1.52497832332306e-05,0,0,0,0,0,1.06769086895179e-06,2.35584613817411e-06,3.19487979750664e-07,0,5.30495880925769e-07,1.51604119616214e-07,1.57553756117144e-07,0,3.28865533422128e-08,8.55865981083262e-08,9.66799779418396e-08,0,0,0,0,2.20844197018286e-07,7.51059431816379e-07,2.21204362663232e-06,1.47923043351314e-06,6.75690038487657e-08,0,0,1.13703425021011e-06,1.25724343069641e-06,7.52157106014571e-06,0,0,0,0,1.23163584177266e-06,3.92539667169521e-06,1.14964563199158e-06,1.54132033977151e-06,2.71521588532937e-06,4.26884938674005e-06,0,0,0,0,1.1173504244071e-05,5.6441022111744e-06,2.11459250180025e-06,5.09946600515952e-08,2.96309784318503e-06,1.02742214916261e-05,1.09095884691004e-05,6.88678519567989e-06,1.44835059384429e-06,1.20001805301379e-07,4.84160828393052e-08,3.15293976378287e-06,1.10760940735911e-05
"msp_0035",7.08483933433666e-07,0,0,0,3.51509062989099e-06,0,0,4.86564524678902e-07,2.41476697353446e-07,1.83452067427518e-06,3.88910403729822e-07,0,2.41673195204644e-06,2.37345768820543e-07,2.21225050108824e-07,3.10305802682839e-06,1.137013065301e-06,0,0,0,0,1.82810740107045e-05,3.16522425431887e-07,0,0,0,4.95120686825094e-06,5.72628743187228e-07,1.41364253745366e-07,1.72362831170938e-06,0,2.7643914918213e-06,0,0,3.08965285187548e-06,0,1.15235301154086e-07,4.0140087993401e-07,6.11955090254927e-06,1.18008085124894e-07,9.7251831215685e-08,0,0,0,0,1.16041323793817e-05,0,0,3.89815643409367e-08,0,8.10974887618562e-08,0,0,1.15310683290514e-06,2.73232228488655e-06,3.06643810361495e-06,2.68897946942724e-06,3.07183362777967e-07,2.01896090179283e-06,0,4.35991849914486e-07,4.8479944505717e-07,1.77433305544825e-06,1.02985321951942e-05,1.66350921843694e-05,7.14255496452495e-06,6.35071091999748e-06,1.16921899890891e-07,1.01844405710696e-07,7.22903731820326e-08,1.21403717958733e-07,5.9354548978811e-07,2.97089684739441e-07,0,0,0,0,5.26338571828262e-06,2.91384895034255e-06,3.81467709995294e-06,7.25665724563103e-07,9.88588906065872e-07,2.9326881865702e-06,6.14291939588671e-06,4.21694826025645e-06,8.45471581398255e-06,0,1.43262778002912e-06,1.31627574093362e-06,3.18570726897691e-06
"msp_0036",0,0,0,0,0,0,0,1.17214268191005e-06,5.45728298668925e-06,1.16306597344842e-06,2.13689598062806e-06,0,0,0,0,0,0,4.13448099192832e-06,1.25201131238578e-05,0,0,0,0,0,0,0,0,4.59634544360224e-08,0,0,0,1.79221095160827e-07,1.03990092807822e-07,0,0,0,0,0,1.76021666640043e-05,8.21352319701792e-07,4.17760792941762e-06,0,4.96828277918825e-06,1.92867714849416e-06,1.84418211564849e-06,0,4.77417064837363e-06,1.3835245977441e-06,4.86740582936187e-06,1.74580328829201e-05,3.70179326343571e-08,0,0,5.04893820383329e-08,8.04272447039442e-08,2.19581346686428e-07,1.90161131504655e-07,0,0,0,1.09633832490824e-07,7.70719162285927e-08,9.61339391118615e-08,0,0,0,0,0,4.83116730772121e-07,5.83308556264502e-08,0,3.55321256611139e-07,3.60090817830037e-07,0,0,0,0,0,2.70029248180934e-06,0,6.82048622716464e-08,3.24213450665183e-07,4.16077918051863e-06,0,4.43364235978081e-06,0,6.15123805782815e-06,9.66961079745531e-08,2.35807487625817e-07,4.17566085574628e-06
"msp_0037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7571874089706e-06,4.19962072243011e-08,0,0,0,0,2.14137673290359e-06,2.2960706967811e-08,0,0,0,9.19544754330857e-07,0,0,1.36563457576614e-07,0,6.65544338558317e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79329577733958e-07,1.31047277892689e-07,0,0,2.03603849879757e-07,3.697193881246e-08,7.07027689826361e-08,0,4.27707648793885e-07,0,5.20002420143156e-08,0,9.700648058895e-08,0,0,0,0,0,5.4875775415857e-08,3.32509427630043e-08,1.24506417811431e-07,9.27711361032644e-07,2.32624175756355e-07,0,0,0,0,0,0,0,6.90134886963825e-08,2.22520118341899e-07,0,0,0,0,0,7.82398263650649e-08,2.34680586074336e-07,0
"msp_0038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11240045961233e-08
"msp_0039",0,0,0,0,3.58764840042564e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92425634066332e-09,6.27754881344736e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86404103935429e-07,6.9759866986565e-07,7.40142507409621e-07,3.63219856223478e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,8.12389840699189e-07,0,0,0,0,0,0,2.66868350778001e-06,0,0,0,0,0,4.44974856189677e-06,0,0,0,0,0,0
"msp_0040",0,0,0,0,0,0,0,0,7.15280275902315e-07,6.38855530230632e-07,7.09184183708422e-07,0,4.09562469739661e-07,3.01593830155164e-07,4.29579989850248e-07,0,7.45512012003363e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28248275270995e-06,0,0,0,0,0,0,0,0,0,0,2.14667201785335e-06,1.12405453845931e-06,1.84036283011252e-06,0,7.87268900110035e-07,6.29805815453614e-07,7.34126448617638e-07,0,9.96719011330801e-08,7.54678929437574e-08,9.02328284885866e-06,1.43431861275617e-06,1.19174982395125e-06,4.8946234195677e-06,2.747048393729e-06,3.60195763927512e-07,1.73296988815632e-06,0,9.80529994015017e-07,2.45357618710992e-07,1.01002272150865e-07,0,0,0,0,4.49601111990322e-08,1.68210362204419e-07,4.08997863785234e-07,1.33185673231188e-07,2.01128662330415e-07,2.37529829972247e-07,0,0,0,0,0,0,6.68502033614767e-07,3.0094484413853e-07,2.99841104497634e-07,0,0,0,2.08665880109471e-06,1.13026942004195e-06,1.04574928508714e-06,6.84388699646961e-07,0
"msp_0041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0544145108057e-05,3.92859400496885e-05,5.4914621082881e-06,4.9535760701432e-06,1.99262172592728e-06,1.83691656416588e-07,1.18273742926133e-06,0,5.85106952552922e-05,8.86317736808524e-07,6.06290872025348e-05,4.43077894712968e-08,5.23358471086038e-08,7.0019814202322e-08,5.40980687357398e-08,0,0,0,0,0,0,0,0,1.36154417855853e-07,8.75140412567922e-08,8.1120526747788e-08,0,2.03566638106679e-05,4.25755852214435e-05,8.41841228983495e-08,2.57108895914469e-05,3.47036100952154e-05,1.93636688435497e-05,1.25753319590179e-05,2.95935550325894e-05,2.5944393360399e-05,1.97845988879642e-07,4.02250331303476e-05,5.00552395942468e-06,4.2034743920607e-06,0,4.55081754495668e-08,0,4.82828389980644e-08,0,3.86342623232267e-07,2.72355344590576e-05,7.94445103706957e-06,6.94040847607148e-06,1.46134725964775e-07,1.54421122321306e-05,3.0707843602011e-05,4.1844272623958e-05,5.27309945463377e-05,6.93579188926633e-08,1.96999960757587e-07,7.11656899404217e-08,3.84597523561536e-05,1.05248343631274e-05,8.74924271848426e-08,0,0,5.28177425667673e-08,0,5.09087398851913e-05,2.06803004774772e-05,0
"msp_0042",0,0,0,0,1.06631335863217e-06,0,0,0,0,0,0,0,4.0249149487538e-07,3.42305050581746e-07,3.94992170885688e-06,0,0,0,0,0,0,0,0,5.07393399687219e-06,1.03414004960254e-05,5.05258738359771e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30757483440913e-07,0,0,0,0,0,7.82628058759598e-06,0,0,0,0,4.60123314429349e-06,1.07001420209579e-06,4.21629913091135e-06,1.36679422763986e-07,0,0,0,0,0,0,1.85234400409739e-06,0,2.47503488386312e-08,0,0,0,0,0,0,0,0,0,0,0,3.96695032095266e-08,0,1.78589913877244e-05,0,3.3399948624104e-08,3.17302179202975e-08,5.44714776684048e-08,0,1.94550645600797e-05,1.94809091332904e-05,0,0,0
"msp_0043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52255755910307e-06,0,5.97979768537484e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0044",0,0,0,0,0,0,2.22987753882678e-07,0,0,0,0,0,5.02624209720792e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1427741257637e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0045",0,0,0,0,0,0,0,5.13525502576206e-08,4.61766573896699e-08,4.11363870021785e-08,4.04322266056938e-08,1.45739894084957e-06,1.09426513930704e-05,2.94538418292879e-05,2.52313338428181e-05,0,7.19906732635391e-07,0,0,4.51340133357506e-08,0,0,1.75377595465648e-06,3.32269464910393e-06,4.47926054609625e-06,1.5041858999606e-05,2.31173699667782e-06,5.50404203295294e-05,2.78158044768133e-06,1.05665163412278e-07,5.93416957332994e-06,0,0,0,0,0,0,0,5.95819868851454e-06,2.33302524322411e-05,3.33226944581747e-05,8.23787446012258e-08,3.31425401636329e-05,3.27238165771008e-05,3.8562619863297e-05,0,4.57693653372435e-06,1.03335707882052e-05,5.83976547034299e-06,0,0,0,2.61027044522301e-08,1.50638518618877e-06,2.20168475389102e-06,1.18755981083502e-05,1.50473354644047e-05,6.72296205895589e-08,0,0,0,3.40393214292909e-08,0,2.57981444985826e-06,1.31268763355009e-05,0,2.55990907374769e-06,0,0,0,0,0,1.73571680234939e-07,0,4.28282377227601e-08,6.53110644993418e-08,6.55758969632806e-08,0,2.33599537907456e-05,1.03006551211422e-05,0,6.5964552649729e-08,2.62487370695793e-05,3.25216996612767e-08,1.60368865953458e-05,8.67071370381164e-06,7.48720524021378e-06,3.45443342256918e-08,0,2.1265233208634e-05
"msp_0046",5.03927213483123e-08,0,0,0,1.58250311094329e-06,0,0,5.18446540034165e-06,3.52359247866315e-06,1.3555531572731e-05,7.66217514990722e-06,4.60762843051231e-06,4.69954719846362e-06,3.75839136366312e-06,3.66306354921965e-06,1.3522948438635e-06,1.4822095932446e-06,6.19031137492222e-06,3.96235083659416e-05,0,0,2.83898348403072e-06,3.37026992172821e-07,0,2.11232056435896e-07,8.82346857352917e-08,1.12840416582784e-06,2.02256274272658e-06,8.10847471107505e-08,2.96716309391624e-06,4.15157822881314e-06,1.69360587827582e-06,2.76114479381749e-07,3.39792861427843e-07,0,0,9.81053255864532e-08,1.07500707930455e-06,3.18436346337684e-06,5.16774603088695e-07,4.27467392625256e-06,3.66028203029326e-05,9.24757346536116e-06,5.51835205439558e-06,3.88714533458232e-06,0,5.68146675633215e-06,4.33773275684217e-06,8.69229148264518e-06,1.01462478871369e-05,4.09320643236202e-07,8.59068532570171e-07,1.97206749637714e-08,7.47408257184846e-07,1.24928563906327e-06,1.69409682479014e-06,1.1001575459734e-06,2.29755045816092e-07,1.48184638860022e-06,0,6.3477610747095e-07,3.84623918720359e-07,2.27231181725794e-06,1.6574596661374e-05,1.29297027783568e-05,2.41080033817114e-05,3.17569248006504e-05,8.62289132846839e-07,8.49503353508892e-07,1.67644530124565e-06,8.53968949529927e-07,1.47221721370138e-06,2.38406508173997e-06,2.66057099178626e-06,8.60609619983726e-06,1.43959420606252e-06,3.59901824867705e-07,4.15113883724734e-06,4.47761557506675e-06,2.90983017432373e-06,1.32833199223442e-06,7.91289459866126e-07,3.95403538177941e-06,4.42334744156044e-06,6.14283152943875e-06,4.14196472902747e-06,1.93354450305942e-05,1.44518115859476e-06,8.05729812442649e-07,4.5363677737443e-06
"msp_0047",0,0,0,0,2.77647402743282e-07,0,1.00754081412638e-06,0,0,3.86338370091792e-08,3.56853459211893e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12741108910525e-08,1.56437810773616e-07,2.78071861601059e-08,6.18948736277579e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9325728209625e-07,6.68358840180285e-07,7.02491047542954e-07,8.262026117647e-07,0,0,0,0,0,0,0,0,0,0,1.91094517970538e-07,0,0,0,0,0,0,0,0,0,0,1.41751262204239e-06,0,0,0,5.62120024550815e-07,0,1.70326428249744e-06,0,0,0,0,6.52326483169484e-07
"msp_0048",0,0,0,0,2.20104091886675e-07,0,3.13207143361168e-07,4.43945742435973e-08,0,0,0,6.72564086849354e-08,1.16097953366128e-08,0,0,0,4.26572087694147e-08,5.42558107405473e-08,1.39158858766776e-07,7.50670310037888e-07,1.71639618159637e-06,1.43131166812851e-07,0,0,0,0,7.91425634296192e-08,2.0571317185948e-07,5.72853622670317e-08,3.28149650522396e-07,0,0,0,0,0,3.95836209126373e-08,1.11553304634161e-07,0,1.14475142844856e-07,1.15660806926516e-07,4.21447936755389e-08,0,0,9.76997761085942e-08,0,0,0,0,0,1.61723732241752e-07,0,0,0,6.82080989846655e-08,1.46470975850804e-07,1.19351927187832e-08,0,0,0,5.73316073755063e-08,0,1.47018022831794e-07,7.5204844218364e-08,3.46711535988328e-07,5.19634860485873e-07,8.24406173338187e-08,4.77287469288769e-07,0,0,0,0,0,0,0,0,0,0,7.14340348978025e-08,3.9163739950397e-08,0,0,0,8.7336517037467e-07,2.05154857920274e-07,8.55801718675118e-08,2.50394972993025e-08,7.99486100368349e-07,0,0,9.47070066768833e-07
"msp_0049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2049402935388e-07,0,0,0,0,0,4.84242114934288e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43755489185367e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msp_0050",0,0,0,0,0,0,0,2.33708714806434e-06,2.53205644231632e-06,5.13845286572468e-07,1.74770461227289e-07,0,7.32588423428811e-07,6.18867943208806e-08,7.12457026577221e-08,0,0,0,0,0,0,0,0,1.90561849686387e-07,6.78080334459813e-07,1.33702013837997e-06,2.85884507459243e-06,1.7788808912674e-06,2.06569496068296e-06,1.37378584209298e-06,1.43129907234108e-06,1.72872274796205e-06,4.2574257440544e-06,0,0,0,1.48409236160668e-07,2.15110156347335e-06,7.639039226884e-07,3.39065911609121e-06,5.73842024293911e-06,6.12768232367163e-06,2.13112055708862e-06,3.03184635989739e-06,3.1862483600433e-06,0,7.18895520918088e-06,6.66089576708708e-06,4.1742742818958e-06,0,7.50096902142987e-07,1.44688177060601e-07,0,6.68471734048884e-07,1.44675979485052e-07,4.52351649530989e-07,1.49661137128751e-07,9.87041398846608e-07,1.02903643095264e-06,0,2.06130230387443e-07,9.61331625593349e-07,1.85322433133569e-06,1.48140657797862e-06,9.1626061563862e-07,6.09412430074998e-07,1.54815603143943e-06,8.38082541312188e-07,4.55249806892078e-08,1.40175123712061e-06,8.3840336757363e-07,1.17087574949595e-06,1.74894696615001e-06,0,0,0,0,3.5283072381559e-08,2.88476342638996e-06,1.0807977716994e-06,2.26282379792197e-06,3.79962945020988e-06,2.125593887217e-06,5.10316907359352e-08,1.86123150179843e-06,1.81184267359785e-06,3.61459490127393e-06,1.58839325092887e-06,1.66291711619139e-06,1.56339766394641e-06
"msp_0052",0,0,0,0,0,0,1.35683491219492e-06,1.11518909800369e-07,2.93719153328331e-07,0,0,2.48248786746718e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8611552720027e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02738675939288e-06,1.95414467524184e-07,9.69051510299487e-08,0,0,0,0,0,0,0,2.96302354214189e-07,0,0,0,7.17386909480335e-08,6.10096392995944e-08,5.44542488169858e-08,5.61957246447189e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37690732618557e-08,0,0,0,0,0,0,0,0
"msp_0053",0,0,0,0,7.11086976004318e-08,0,0,1.10582551138042e-07,0,0,0,0,5.88456548887779e-06,7.10421923332719e-07,5.18995191848269e-07,0,0,0,0,0,0,0,0,0,6.90837716199956e-07,1.46910810967595e-07,0,7.92012264983634e-08,0,0,2.92844194115257e-06,0,1.87540118983093e-07,0,0,0,0,0,5.81272837855477e-08,5.33604197388068e-08,0,0,0,0,0,0,1.44191358559935e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40870495624576e-08,1.83051776222405e-07,9.7295180506666e-07,2.68738366016893e-06,3.47464303369265e-07,0,0,9.90995735893739e-07,0,8.13323300098151e-08,4.96281990146976e-07,0,0,0,0,0,0,5.85579274047341e-07,1.1523326274246e-06,1.87117203606368e-07,0,1.9518977509874e-06,0,8.52294426272272e-07,2.36700376338823e-06,0,1.99566554158579e-07,0,3.55014600948631e-06
"msp_0054",0,0,0,0,0,0,0,1.16695849229985e-07,0,0,7.85799461743593e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58182677518324e-08,0,0,0,3.16286235791601e-08,0,0,0,0,0,0,0,0,0,0,0,4.30941323129526e-07,3.6566634958831e-08,2.28123545495185e-08,0,1.05979994187844e-07,1.21985637794764e-08,4.50603396346635e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00511659269434e-07,2.3899670343322e-07,1.73710411494099e-07,0,0,0,0,0,0,0,0,0,0,1.57613197798614e-07,0,0,0
